Name,RA (J2000),Dec (J2000),Object Type,cz [km/s],z-flag,Redshift Reference,PA [deg],Sep. [Mpc],Δcz [km/s]
CGCG 166-021,15h36m58.81s,+29d48m32.1s,G,9558,,2001AJ....122.2893W,4.0,8.0703,4124
SDSS J155847.12+264828.9,15h58m47.12s,+26d48m28.9s,G,5364,,2011ApJ...741..122O,57.3,8.0722,-70
SDSS J160230.40+240356.1,16h02m30.40s,+24d03m56.1s,G,10087,,2006SDSS5.C...0000:,83.5,8.0774,4653
CGCG 166-063,15h50m18.57s,+28d48m42.8s,G,9234,,1999PASP..111..438F,32.2,8.0777,3800
SDSS J155730.31+271549.7,15h57m30.31s,+27d15m49.7s,G,2639,,2011ApJ...741..122O,52.4,8.0804,-2795
SDSS J155049.15+284503.2,15h50m49.16s,+28d45m03.2s,G,9931,,2004SDSS3.C...0000:,33.3,8.0943,4497
SDSS J155810.56+200933.0,15h58m10.57s,+20d09m33.1s,G,8491,,2007SDSS6.C...0000:,120.7,8.0949,3057
SDSS J155814.00+201021.0,15h58m14.00s,+20d10m21.1s,G,8423,,2007SDSS6.C...0000:,120.5,8.1001,2989
2MASX J15082139+2152457,15h08m21.41s,+21d52m45.3s,G,6182,,2000AJ....119...32G,-103.5,8.1002,748
SDSS J150824.98+214944.0,15h08m24.99s,+21d49m44.1s,G,6238,,2011ApJ...735..125S,-104.0,8.1013,804
SDSS J155710.12+272342.2,15h57m10.13s,+27d23m42.2s,G,9325,,2011ApJ...741..122O,51.0,8.1016,3891
2MASX J15244257+2927017,15h24m42.61s,+29d27m01.8s,G,10192,,2006SDSS5.C...0000:,-20.5,8.1363,4758
2MASX J16010462+2126343,16h01m04.58s,+21d26m34.5s,G,9558,,2007SDSS6.C...0000:,107.6,8.1394,4124
SDSS J155404.14+281314.6,15h54m04.14s,+28d13m14.7s,G,6245,,2005SDSS4.C...0000:,41.3,8.1473,811
2MASX J15290323+1715521,15h29m03.22s,+17d15m51.9s,G,8668,,2011ApJ...735..125S,-167.2,8.1578,3234
SDSS J150718.80+243122.7,15h07m18.81s,+24d31m22.7s,G,5724,,2011ApJ...735..125S,-79.4,8.1621,290
SDSS J155326.64+184632.2,15h53m26.65s,+18d46m32.2s,G,3433,,2011ApJ...735..125S,136.8,8.1669,-2001
KUG 1600+228,16h02m32.85s,+22d39m55.3s,G,9819,,2006SDSS5.C...0000:,96.2,8.1712,4385
[RPG97] 351,15h39m34.84s,+17d11m37.7s,GGroup,8639,,1997AJ....113..483R,170.0,8.1730,3204
USGC U715,15h39m40.10s,+17d11m43.0s,GTrpl,8612,,2002AJ....123.2976R,169.9,8.1756,3178
SDSS J155037.55+285142.7,15h50m37.56s,+28d51m42.7s,G,9633,,2005SDSS4.C...0000:,32.4,8.1809,4199
2MASX J15480606+2912086,15h48m06.10s,+29d12m08.4s,G,9923,,2005SDSS4.C...0000:,26.6,8.1891,4489
NGC 6052 GROUP,15h59m30.90s,+20d32m33.0s,GGroup,4617,,2003ApJS..145...39M,116.3,8.1900,-817
SDSS J160231.69+244543.8,16h02m31.70s,+24d45m43.8s,G,10330,,2005SDSS4.C...0000:,77.3,8.1900,4896
SDSS J154951.65+180653.9,15h49m51.65s,+18d06m54.0s,G,8537,,2007SDSS6.C...0000:,146.4,8.1902,3103
SDSS J155735.41+272335.1,15h57m35.42s,+27d23m35.1s,G,9321,,2011ApJ...741..122O,51.5,8.1971,3887
SDSS J152014.58+290105.2,15h20m14.58s,+29d01m05.2s,G,9159,,2002AJ....124.1918M,-30.1,8.2027,3725
SDSS J155711.99+273108.4,15h57m12.00s,+27d31m08.4s,G,9837,,2011ApJ...741..122O,50.2,8.2047,4403
2MASX J16011643+2123233,16h01m16.45s,+21d23m22.4s,G,9590,,2007SDSS6.C...0000:,107.9,8.2188,4156
2MASX J16022559+2217025,16h02m25.62s,+22d17m02.6s,G,9788,,2007SDSS6.C...0000:,99.6,8.2259,4354
SDSS J155007.68+285835.3,15h50m07.68s,+28d58m35.4s,G,9286,,2005SDSS4.C...0000:,31.0,8.2268,3852
SDSS J160300.11+230908.4,16h03m00.12s,+23d09m08.5s,G,9646,,2006SDSS5.C...0000:,91.7,8.2321,4211
UGC 10127,16h00m23.95s,+20d50m56.7s,G,4823,,1991RC3.9.C...0000d,113.0,8.2478,-611
CGCG 107-040,15h49m02.68s,+17d56m25.6s,G,9531,,2007SDSS6.C...0000:,148.7,8.2534,4097
LCSB S2197P,16h03m04.03s,+23d06m42.5s,G,9930,,2006SDSS5.C...0000:,92.1,8.2556,4496
ARK 485,15h48m03.65s,+17d48m27.5s,G,9047,,2000UZC...C......0F,151.1,8.2576,3613
SDSS J155232.27+182958.9,15h52m32.27s,+18d29m58.9s,G,8565,,2011ApJ...735..125S,139.8,8.2608,3131
IC 4534,15h06m41.77s,+23d38m30.9s,G,4934,,1999PASP..111..438F,-87.4,8.2684,-500
UGC 10112,15h58m19.53s,+19d58m03.3s,G,9883,,1999PASP..111..438F,122.0,8.2687,4449
SDSS J150912.18+261918.0,15h09m12.20s,+26d19m17.2s,G,9271,,2011ApJ...735..125S,-62.9,8.2763,3837
2MASX J15574349+2727530,15h57m43.53s,+27d27m53.0s,G,9467,,2011ApJ...741..122O,51.2,8.2828,4033
SDSS J154322.81+171900.8,15h43m22.82s,+17d19m00.9s,G,9350,,2007SDSS6.C...0000:,161.9,8.2908,3916
UGC 10040,15h48m43.90s,+17d51m45.8s,G,8599,,1991RC3.9.C...0000d,149.6,8.2931,3165
MCG +03-40-037,15h45m52.51s,+17d31m52.3s,G,9455,,2007SDSS6.C...0000:,156.3,8.2940,4021
SDSS J160120.08+260121.4,16h01m20.09s,+26d01m21.5s,G,9383,,2005SDSS4.C...0000:,65.8,8.2942,3949
SDSSCGB 38860,16h01m21.30s,+26d01m10.1s,GGroup,9294,,2009MNRAS.395..255M,65.9,8.2981,3860
SDSS J153443.61+170015.9,15h34m43.61s,+17d00m16.0s,G,8808,,2011ApJ...735..125S,-179.5,8.2981,3374
CGCG 107-030,15h43m31.67s,+17d18m46.4s,G,9002,,1995A&AS..112..429F,161.6,8.3093,3568
SDSS J154802.94+174538.3,15h48m02.94s,+17d45m38.4s,G,9541,,2007SDSS6.C...0000:,151.3,8.3095,4107
NGC 5977,15h40m33.45s,+17d07m40.7s,G,8111,,1999PASP..111..438F,168.1,8.3110,2677
SDSS J155819.73+195436.9,15h58m19.74s,+19d54m37.0s,G,9830,,2007SDSS6.C...0000:,122.4,8.3112,4396
2MASX J15242656+2934297,15h24m26.57s,+29d34m29.9s,G,9510,,2001AJ....122.2893W,-20.6,8.3129,4076
CGCG 137-023,16h03m13.73s,+23d00m29.9s,G,9945,,1994AJ....107..427D,93.0,8.3156,4511
SDSS J155223.93+182507.2,15h52m23.94s,+18d25m07.2s,G,9197,,2011ApJ...735..125S,140.5,8.3164,3763
SDSS J160125.78+211524.0,16h01m25.79s,+21d15m24.1s,G,4114,,2007SDSS6.C...0000:,108.9,8.3234,-1320
2MASX J15144809+2811393,15h14m48.11s,+28d11m39.4s,G,9572,,2011ApJ...735..125S,-43.0,8.3284,4138
SDSS J152425.61+293513.7,15h24m25.62s,+29d35m13.7s,G,9510,,2005SDSS4.C...0000:,-20.6,8.3291,4076
2MASX J16024859+2502239,16h02m48.57s,+25d02m23.5s,G,9421,,2006SDSS5.C...0000:,75.0,8.3391,3987
2MASX J15195202+2905312,15h19m52.00s,+29d05m31.3s,G,9657,,2001AJ....122.2893W,-30.4,8.3394,4223
UGC 10138,16h01m40.23s,+21d21m10.6s,G,9644,,1991RC3.9.C...0000d,107.9,8.3466,4210
SDSS J155758.78+272841.9,15h57m58.78s,+27d28m41.9s,G,9345,,2011ApJ...741..122O,51.4,8.3517,3911
LDCE 1161,15h58m30.30s,+19d54m53.0s,GTrpl,9676,,2008ApJ...685.1320C,122.1,8.3519,4242
NGC 5972,15h38m54.17s,+17d01m34.3s,G,8916,,1999PASP..111..438F,171.7,8.3545,3482
SDSSCGB 10129,15h51m19.60s,+18d11m05.8s,GGroup,9294,,2009MNRAS.395..255M,143.5,8.3636,3860
SDSS J155119.42+181101.3,15h51m19.43s,+18d11m01.3s,G,9203,,2007SDSS6.C...0000:,143.5,8.3645,3769
SDSS J151400.64+190652.9,15h14m00.64s,+19d06m52.9s,G,4608,,2011ApJ...735..125S,-131.0,8.3768,-826
SDSS J160334.10+235228.3,16h03m34.10s,+23d52m28.3s,G,9999,,2004AJ....128.1558S,85.3,8.3776,4565
SDSS J155959.57+202613.6,15h59m59.58s,+20d26m13.6s,G,4277,,2007SDSS6.C...0000:,116.6,8.3817,-1157
2MASXi J1602543+221244,16h02m54.28s,+22d12m44.4s,G,4164,,2007SDSS6.C...0000:,100.0,8.3848,-1270
2MASX J15571648+1928183,15h57m16.48s,+19d28m18.6s,G,9879,,2011ApJ...735..125S,126.8,8.3923,4445
KUG 1559+259,16h02m05.28s,+25d47m16.0s,G,9908,,2006SDSS5.C...0000:,68.3,8.3948,4474
SDSS J155922.80+270438.6,15h59m22.81s,+27d04m38.6s,G,9935,,2011ApJ...741..122O,55.8,8.3968,4501
SDSS J160112.16+205848.7,16h01m12.16s,+20d58m48.8s,G,4867,,2007SDSS6.C...0000:,111.3,8.3973,-567
SDSS J152758.51+170752.3,15h27m58.52s,+17d07m52.3s,G,7036,,2011ApJ...735..125S,-165.3,8.4005,1601
CGCG 165-023,15h09m06.85s,+26d30m35.7s,G,9282,,1999PASP..111..438F,-61.5,8.4025,3848
SDSS J155238.96+284556.7,15h52m38.96s,+28d45m56.7s,G,9869,,2004SDSS3.C...0000:,36.1,8.4174,4435
UGC 09938,15h37m11.97s,+30d04m37.4s,G,1865,,1992ApJS...81....5S,4.2,8.4193,-3569
SDSS J150902.28+263025.7,15h09m02.34s,+26d30m25.4s,G,8912,,2011ApJ...735..125S,-61.6,8.4204,3478
SDSS J160302.97+221301.8,16h03m02.98s,+22d13m01.8s,G,9747,,2007SDSS6.C...0000:,99.9,8.4256,4313
2MASX J16034445+2328554,16h03m44.45s,+23d28m56.0s,G,9589,,2006SDSS5.C...0000:,88.7,8.4277,4155
GIN 490,16h03m41.86s,+24d05m42.4s,G,9715,,2004AJ....128.1558S,83.4,8.4292,4281
SDSS J152809.12+295600.8,15h28m09.12s,+29d56m00.8s,G,9588,,2006SDSS5.C...0000:,-12.9,8.4375,4154
KUG 1558+268,16h00m27.33s,+26d43m31.0s,G,7219,,2004SDSS3.C...0000:,59.5,8.4405,1785
SDSS J150858.97+263103.9,15h08m58.97s,+26d31m04.0s,G,9523,,2011ApJ...735..125S,-61.5,8.4410,4089
SDSS J160346.05+235835.9,16h03m46.06s,+23d58m35.9s,G,10263,,2006SDSS5.C...0000:,84.4,8.4413,4829
SDSS J155802.60+273437.0,15h58m02.61s,+27d34m37.1s,G,9217,,2011ApJ...741..122O,50.8,8.4418,3782
SDSS J160330.38+243720.1,16h03m30.40s,+24d37m20.1s,G,9204,,2006SDSS5.C...0000:,78.8,8.4442,3770
2MASX J15525927+1824066,15h52m59.20s,+18d24m06.9s,G,9275,,2011ApJ...735..125S,139.6,8.4448,3841
KUG 1559+213,16h01m45.86s,+21d11m47.9s,G,9923,,2007SDSS6.C...0000:,109.1,8.4453,4489
2MASX J15451546+2942144,15h45m15.42s,+29d42m14.5s,G,9334,,2005SDSS4.C...0000:,19.8,8.4464,3900
SDSS J160341.48+230048.2,16h03m41.48s,+23d00m48.3s,G,9596,,2006SDSS5.C...0000:,92.8,8.4514,4162
SDSS J160059.99+204547.3,16h00m59.99s,+20d45m47.4s,G,9932,,2007SDSS6.C...0000:,113.2,8.4587,4498
CB-21.03874,15h26m30.89s,+29d51m13.4s,G,10193,,1997ApJS..111....1S,-16.1,8.4593,4759
SDSS J151440.93+281852.4,15h14m40.94s,+28d18m52.4s,G,9601,,2011ApJ...735..125S,-42.4,8.4622,4167
SDSS J155757.08+273749.4,15h57m57.09s,+27d37m49.4s,G,9460,,2011ApJ...741..122O,50.3,8.4623,4026
SDSS J160128.80+210001.1,16h01m28.81s,+21d00m01.1s,G,4379,,2007SDSS6.C...0000:,110.9,8.4634,-1055
2MASX J16035201+2326564,16h03m52.06s,+23d26m55.8s,G,9175,,2006SDSS5.C...0000:,89.0,8.4664,3741
SDSS J150838.96+262438.9,15h08m39.02s,+26d24m38.9s,G,9313,,2011ApJ...735..125S,-62.6,8.4692,3879
MCG +03-40-008,15h35m08.81s,+16d52m15.7s,G,1980,,2011ApJ...735..125S,179.6,8.4699,-3454
MSPM 01426,15h07m19.68s,+25d38m31.9s,GClstr,9947,,2012MNRAS.422...25S,-69.8,8.4723,4513
SDSS J150719.66+253831.7,15h07m19.67s,+25d38m31.8s,G,10075,,2007SDSS6.C...0000:,-69.8,8.4723,4641
KUG 1556+276,15h58m31.99s,+27d28m24.2s,G,9181,,2011ApJ...741..122O,52.0,8.4763,3747
SDSS J150726.26+254410.4,15h07m26.26s,+25d44m10.5s,G,9884,,2007SDSS6.C...0000:,-68.9,8.4790,4450
2MASX J15581885+2732410,15h58m18.83s,+27d32m41.3s,G,9497,,2011ApJ...741..122O,51.3,8.4793,4063
SDSS J155902.18+271920.7,15h59m02.18s,+27d19m20.7s,G,9012,,2011ApJ...741..122O,53.7,8.4843,3578
SDSS J155855.68+195239.7,15h58m55.69s,+19d52m39.7s,G,10231,,2007SDSS6.C...0000:,121.9,8.4847,4797
SDSS J153354.67+300840.3,15h33m54.67s,+30d08m40.4s,G,9481,,2007SDSS6.C...0000:,-1.9,8.4869,4047
SDSS J154117.36+170126.6,15h41m17.36s,+17d01m26.7s,G,8240,,2011ApJ...735..125S,166.8,8.4889,2806
2MASX J16034051+2436095,16h03m40.54s,+24d36m09.6s,G,9800,,2006SDSS5.C...0000:,79.0,8.4896,4366
2MASX J15490352+2921258,15h49m03.46s,+29d21m27.5s,G,9845,,2005SDSS4.C...0000:,27.6,8.4933,4411
Mr18:[BFW2006] 10503,15h58m25.06s,+27d33m00.4s,GGroup,9255,,2006ApJS..167....1B,51.4,8.5073,3821
SDSS J160357.15+240948.9,16h03m57.15s,+24d09m49.0s,G,9305,,2006SDSS5.C...0000:,82.9,8.5100,3871
SDSS J151746.79+181053.2,15h17m46.80s,+18d10m53.2s,G,1602,,2011ApJ...735..125S,-142.2,8.5103,-3832
SDSS J153640.73+165053.6,15h36m40.74s,+16d50m53.7s,G,8838,,2011ApJ...735..125S,176.4,8.5149,3404
SDSS J153913.43+300654.9,15h39m13.43s,+30d06m54.9s,G,9485,,2005SDSS4.C...0000:,8.0,8.5318,4051
LSBC F583-05,15h45m44.09s,+17d18m51.4s,G,3261,,2000A&AS..147..187H,157.3,8.5364,-2173
SDSS J155836.36+273221.5,15h58m36.36s,+27d32m21.6s,G,9734,,2011ApJ...741..122O,51.7,8.5427,4300
SDSS J155755.90+192843.7,15h57m55.91s,+19d28m43.8s,G,8665,,2011ApJ...735..125S,125.9,8.5431,3231
2MASX J15360629+3011216,15h36m06.32s,+30d11m21.6s,G,9514,,2005SDSS4.C...0000:,2.1,8.5458,4080
SDSS J155323.18+182240.1,15h53m23.19s,+18d22m40.2s,G,9946,,2011ApJ...735..125S,139.1,8.5458,4512
MSPM 01082,15h53m23.18s,+18d22m40.1s,GClstr,9833,,2012MNRAS.422...25S,139.1,8.5458,4399
2MASX J16040526+2411386,16h04m05.29s,+24d11m38.9s,G,9290,,2004AJ....128.1558S,82.6,8.5527,3856
2MASX J16025683+2143214,16h02m56.82s,+21d43m21.2s,G,10208,,2007SDSS6.C...0000:,104.0,8.5574,4774
2MASXi J1523536+171914,15h23m53.67s,+17d19m14.2s,G,8700,,2011ApJ...735..125S,-156.8,8.5610,3266
2MASX J16034054+2456555,16h03m40.58s,+24d56m55.0s,G,10148,,2006SDSS5.C...0000:,76.1,8.5634,4714
SDSS J154607.50+294358.9,15h46m07.51s,+29d43m58.9s,G,9492,,2005SDSS4.C...0000:,21.2,8.5711,4058
SDSS J154934.66+174339.0,15h49m34.66s,+17d43m39.0s,G,9183,,2007SDSS6.C...0000:,148.7,8.5728,3749
FGC 1957,15h49m34.65s,+17d43m38.9s,G,9294,,2007SDSS6.C...0000:,148.7,8.5728,3860
2MFGC 12713,15h49m34.67s,+17d43m38.6s,G,9294,,2007SDSS6.C...0000:,148.7,8.5729,3860
SDSS J155841.56+273327.3,15h58m41.57s,+27d33m27.3s,G,8797,,2011ApJ...741..122O,51.6,8.5766,3363
SDSS J153147.02+164940.3,15h31m47.03s,+16d49m40.3s,G,8771,,2011ApJ...735..125S,-173.5,8.5785,3337
SDSS J155836.71+273525.5,15h58m36.71s,+27d35m25.5s,G,9091,,2011ApJ...741..122O,51.3,8.5827,3657
SDSS J152014.15+174352.8,15h20m14.16s,+17d43m52.9s,G,6426,,2011ApJ...735..125S,-148.5,8.5831,992
2MASX J15584005+2734581,15h58m40.07s,+27d34m58.4s,G,9342,,2004SDSS3.C...0000:,51.4,8.5899,3908
MSPM 00412,15h58m40.08s,+27d34m58.4s,GClstr,9428,,2012MNRAS.422...25S,51.4,8.5900,3994
GIN 534,15h53m30.88s,+18d21m28.8s,G,9823,,1999MNRAS.305..259W,139.0,8.5904,4389
CGCG 167-008,15h58m34.80s,+27d37m05.7s,G,9376,,1999PASP..111..438F,51.1,8.5966,3942
SDSS J160303.63+214150.9,16h03m03.63s,+21d41m50.9s,G,10335,,2007SDSS6.C...0000:,104.2,8.5993,4901
SDSS J160303.63+214150.8,16h03m03.64s,+21d41m50.9s,G,10298,,2011ApJ...735..125S,104.2,8.5993,4864
SDSS J155900.36+194440.5,15h59m00.36s,+19d44m40.5s,G,5450,,2007SDSS6.C...0000:,122.8,8.6015,16
CGCG 108-032,15h59m00.36s,+19d44m40.4s,G,5488,,1999A&AS..136..227G,122.8,8.6015,54
SDSS J155837.35+273645.1,15h58m37.36s,+27d36m45.1s,G,9425,,2011ApJ...741..122O,51.2,8.6020,3991
SDSS J153140.95+164842.1,15h31m40.95s,+16d48m42.1s,G,8753,,2011ApJ...735..125S,-173.3,8.6027,3319
SDSS J155859.75+194422.5,15h58m59.75s,+19d44m22.6s,G,5563,,2011ApJ...735..125S,122.8,8.6027,129
CGCG 135-017,15h07m00.63s,+25d45m15.0s,G,9980,,1999PASP..111..438F,-69.0,8.6040,4546
SDSS J160204.28+210242.7,16h02m04.29s,+21d02m42.8s,G,4873,,2011ApJ...735..125S,110.1,8.6044,-561
SDSS J150652.80+253951.0,15h06m52.80s,+25d39m51.1s,G,9911,,2007SDSS6.C...0000:,-69.9,8.6050,4477
SDSS J160023.88+270056.6,16h00m23.88s,+27d00m56.7s,G,7201,,2004SDSS3.C...0000:,57.3,8.6070,1767
ABELL 2148 NED01,16h03m17.98s,+25d27m47.5s,GClstr,7955,,1999MNRAS.305..259W,71.6,8.6079,2521
UGC 10085,15h54m26.85s,+18d31m31.8s,G,9730,,1991RC3.9.C...0000d,136.7,8.6111,4296
2MASX J15533794+1821369,15h53m37.95s,+18d21m36.6s,G,9764,,2011ApJ...735..125S,138.8,8.6111,4330
SDSS J155248.63+285559.4,15h52m48.64s,+28d55m59.5s,G,10061,,2005SDSS4.C...0000:,35.4,8.6158,4627
SDSS J160418.21+241650.4,16h04m18.22s,+24d16m50.4s,G,9635,,2004AJ....128.1558S,81.9,8.6251,4201
2MASX J15584246+2737040,15h58m42.39s,+27d37m05.1s,G,9081,,2004SDSS3.C...0000:,51.2,8.6256,3647
UGC 09698,15h05m27.17s,+23d41m18.0s,G,4853,,2004AJ....128.2080O,-87.0,8.6352,-581
2MASX J15493673+1740337,15h49m36.75s,+17d40m33.8s,G,8777,,2007SDSS6.C...0000:,148.8,8.6356,3343
SDSS J155857.31+273328.7,15h58m57.32s,+27d33m28.7s,G,9120,,2011ApJ...741..122O,51.9,8.6378,3686
SDSS J160418.45+242255.4,16h04m18.46s,+24d22m55.5s,G,9958,,2005SDSS4.C...0000:,81.1,8.6389,4524
UGC 10160,16h03m54.44s,+25d00m36.2s,G,9967,,1995AJ....109..874B,75.7,8.6450,4533
2MASX J16042675+2315274,16h04m26.72s,+23d15m27.0s,G,9829,,2006SDSS5.C...0000:,90.6,8.6489,4395
2MASX J15063694+2144302,15h06m36.96s,+21d44m30.7s,G,6139,,2006PrivC.U..D....W,-103.7,8.6494,705
SDSS J160427.52+240639.8,16h04m27.52s,+24d06m39.8s,G,9836,,2006SDSS5.C...0000:,83.4,8.6539,4402
2MASX J15543289+1830029,15h54m32.87s,+18d30m02.7s,G,9752,,2007SDSS6.C...0000:,136.7,8.6553,4318
SDSS J155339.82+284927.9,15h53m39.83s,+28d49m27.9s,G,10069,,2005SDSS4.C...0000:,37.3,8.6554,4635
LDCE 1163,16h01m35.40s,+20d41m36.0s,GGroup,4466,,2008ApJ...685.1320C,113.2,8.6580,-968
SDSS J160348.46+251015.7,16h03m48.47s,+25d10m15.7s,G,8332,,2005SDSS4.C...0000:,74.3,8.6599,2898
2MASX J16042959+2406323,16h04m29.57s,+24d06m32.5s,G,9597,,2004AJ....128.1558S,83.4,8.6637,4163
2MASX J15430102+1659147,15h43m01.00s,+16d59m14.8s,G,9416,,2011ApJ...735..125S,163.5,8.6657,3982
SDSS J160433.11+235015.8,16h04m33.12s,+23d50m15.9s,G,10139,,2006SDSS5.C...0000:,85.7,8.6660,4705
SDSS J150605.82+251123.2,15h06m05.83s,+25d11m23.3s,G,10115,,2007SDSS6.C...0000:,-74.1,8.6662,4681
SDSS J154803.23+172701.3,15h48m03.24s,+17d27m01.3s,G,8688,,2007SDSS6.C...0000:,152.5,8.6668,3254
2MASX J16043249+2356393,16h04m32.44s,+23d56m40.2s,G,9670,,2004AJ....128.1558S,84.8,8.6669,4236
2MASX J16043346+2350163,16h04m33.47s,+23d50m15.7s,G,10053,,1995AJ....109..874B,85.7,8.6677,4619
SDSS J155815.75+274828.2,15h58m15.76s,+27d48m28.3s,G,9519,,2004SDSS3.C...0000:,49.4,8.6723,4085
Mr19:[BFW2006] 21465,15h59m04.23s,+27d34m32.9s,GGroup,9470,,2006ApJS..167....1B,51.9,8.6779,4036
2MASX J16043603+2337303,16h04m36.05s,+23d37m30.2s,G,9327,,2006SDSS5.C...0000:,87.5,8.6783,3893
2MASX J16043661+2339473,16h04m36.65s,+23d39m47.5s,G,9337,,2004AJ....128.1558S,87.2,8.6810,3903
2MASX J16043518+2322363,16h04m35.17s,+23d22m36.5s,G,9679,,2006SDSS5.C...0000:,89.6,8.6824,4245
CGCG 135-013,15h06m32.75s,+21d42m13.4s,G,6286,,1999PASP..111..438F,-104.0,8.6836,852
2MASX J15055940+2509108,15h05m59.39s,+25d09m10.4s,G,10048,,2011ApJ...735..125S,-74.5,8.6863,4614
SDSS J155901.22+273613.6,15h59m01.22s,+27d36m13.7s,G,9224,,2004SDSS3.C...0000:,51.7,8.6873,3790
[BKB95] 1602+2357,16h04m37.93s,+23d48m52.5s,G,9259,,1995AJ....109..874B,85.9,8.6890,3825
CGCG 137-019,16h02m30.48s,+21d07m14.6s,G,4555,,1995AJ....109..874B,109.2,8.6891,-879
SDSS J155958.27+271754.2,15h59m58.27s,+27d17m54.3s,G,5423,,2011ApJ...741..122O,54.8,8.6915,-11
SDSS J160420.44+244127.9,16h04m20.44s,+24d41m28.0s,G,9984,,2005SDSS4.C...0000:,78.5,8.6988,4550
LDCE 1102,15h08m02.80s,+26d32m59.0s,GGroup,9383,,2008ApJ...685.1320C,-62.0,8.7025,3949
2MASX J16044111+2349523,16h04m41.15s,+23d49m52.4s,G,9243,,2004AJ....128.1558S,85.8,8.7053,3809
KUG 1601+217,16h03m17.74s,+21d35m30.1s,G,9593,,2007SDSS6.C...0000:,104.9,8.7070,4159
2MASX J15532685+1813219,15h53m26.85s,+18d13m22.0s,G,9777,,2007SDSS6.C...0000:,139.9,8.7132,4343
SDSS J160235.18+210621.2,16h02m35.19s,+21d06m21.3s,G,4783,,2007SDSS6.C...0000:,109.2,8.7181,-651
SDSS J160444.10+233644.6,16h04m44.11s,+23d36m44.6s,G,9859,,2004AJ....128.1558S,87.6,8.7181,4425
2MASX J15583083+1925453,15h58m30.85s,+19d25m45.2s,G,9864,,2011ApJ...735..125S,125.5,8.7221,4430
2MASX J16044556+2337433,16h04m45.57s,+23d37m43.1s,G,9000,,2006SDSS5.C...0000:,87.5,8.7252,3566
UGC 10174,16h04m43.38s,+23d19m58.9s,G,9770,,2006SDSS5.C...0000:,89.9,8.7255,4336
UGC 09831,15h22m44.88s,+29d46m10.6s,G,6868,,1991RC3.9.C...0000d,-22.9,8.7292,1434
2MASX J16043631+2255033,16h04m36.31s,+22d55m03.0s,G,9011,,2006SDSS5.C...0000:,93.4,8.7340,3577
2MASX J16044390+2313023,16h04m43.92s,+23d13m02.0s,G,9289,,2006SDSS5.C...0000:,90.9,8.7370,3855
KUG 1602+243,16h04m43.19s,+24d12m20.3s,G,9298,,2006SDSS5.C...0000:,82.6,8.7391,3864
GIN 489,16h04m50.56s,+23d58m29.6s,G,9768,,2004AJ....128.1558S,84.6,8.7574,4334
2MASX J16045152+2356153,16h04m51.53s,+23d56m14.5s,G,9753,,2004AJ....128.1558S,84.9,8.7603,4319
SDSS J160445.45+230321.5,16h04m45.46s,+23d03m21.5s,G,9573,,2006SDSS5.C...0000:,92.3,8.7610,4139
2MASX J16045203+2356273,16h04m52.01s,+23d56m26.9s,G,9597,,2002AJ....123..100K,84.8,8.7628,4163
GIN 491,16h04m46.83s,+24d16m43.8s,G,9507,,1999MNRAS.305..259W,82.0,8.7645,4073
SDSS J160432.17+244421.3,16h04m32.18s,+24d44m21.3s,G,8932,,2005SDSS4.C...0000:,78.1,8.7648,3498
SDSS J150610.07+214615.9,15h06m10.08s,+21d46m15.9s,G,5922,,2011ApJ...735..125S,-103.2,8.7677,487
SDSS J153645.09+163908.3,15h36m45.10s,+16d39m08.4s,G,1923,,1997ApJ...478...39Z,176.4,8.7684,-3511
MSPM 01470,15h49m50.50s,+17d35m14.3s,GClstr,8970,,2012MNRAS.422...25S,148.8,8.7699,3536
SDSS J154950.48+173514.0,15h49m50.49s,+17d35m14.1s,G,8906,,2007SDSS6.C...0000:,148.8,8.7699,3472
SDSS J150819.57+264817.9,15h08m19.58s,+26d48m18.0s,G,9250,,2011ApJ...735..125S,-59.9,8.7755,3816
SDSS J160454.82+235507.5,16h04m54.83s,+23d55m07.5s,G,9561,,2006SDSS5.C...0000:,85.0,8.7756,4127
2MFGC 12822,15h59m13.53s,+27d39m40.1s,G,9875,,2004SDSS3.C...0000:,51.5,8.7781,4441
2MASX J16045634+2345283,16h04m56.31s,+23d45m28.0s,G,9354,,2004AJ....128.1558S,86.4,8.7783,3920
[BKB95] 1602+2404C,16h04m55.77s,+23d55m53.7s,G,9381,,1995AJ....109..874B,84.9,8.7808,3947
SDSS J160455.76+235612.2,16h04m55.76s,+23d56m12.3s,G,9311,,2006SDSS5.C...0000:,84.9,8.7810,3877
2MASX J16045560+2358113,16h04m55.61s,+23d58m10.6s,G,9352,,2002AJ....123..100K,84.6,8.7820,3918
NGC 6051,16h04m56.67s,+23d55m57.7s,G,9578,,1999A&AS..140..327M,84.9,8.7853,4144
AWM 4,16h04m57.00s,+23d55m14.0s,GClstr,9520,,1999MNRAS.305..259W,85.0,8.7864,4086
2MASX J16045743+2354283,16h04m57.42s,+23d54m27.5s,G,9154,,2004AJ....128.1558S,85.1,8.7879,3720
SDSS J150738.53+263106.5,15h07m38.56s,+26d31m06.1s,G,9092,,2011ApJ...735..125S,-62.6,8.7913,3658
2MASX J15045988+2310587,15h04m59.89s,+23d10m58.8s,G,10350,,2007SDSS6.C...0000:,-91.2,8.7928,4916
2MASX J16045925+2352114,16h04m59.29s,+23d52m11.3s,G,8190,,2004AJ....128.1558S,85.4,8.7956,2756
